tweet,time,retweets,location
"Are you a @LNCharter student, (18+) seeking a vaccine appointment? @LNCHClinic is offering the Moderna vaccine BY A… https://t.co/f4aRAA4Zz5",2021-04-15 13:11:01,0,"Huntersville, NC 28078"
RT @notclairebyrne: PEI check to see if you're eligible for the vaccine here: https://t.co/isDsk1ttFJ today they opened it up for ppl with…,2021-04-15 13:11:01,6,Canada
Cuba’s Mambisa among the world’s five nasal anti-Covid-19 vaccine candidates  https://t.co/II3uq4jJ4I @LaCmkc… https://t.co/DgbvuP18X7,2021-04-15 13:11:01,0,Santiago de cuba
Professor Efthimios Parasidis was recently quoted by @NPR regarding the use of an app to verify vaccine status. “Th… https://t.co/Hs5XaPgrhv,2021-04-15 13:11:01,0,"Columbus, OH"
RT @EdenTheplanet: People believe the government is killing black folks systemically but trust them enough to take the vaccine in the same…,2021-04-15 13:11:01,290,"Chicago, IL"
RT @naomirwolf: ALABAMA passes bill to ban ‘vaccine passports’! That’s FIVE confirmed states to have done so. Please support the Five Freed…,2021-04-15 13:11:01,1104,Australia
RT @sarahelder: I took a birth control pill for over a decade because our patriarchal society has decided women primarily bear the brunt of…,2021-04-15 13:11:01,1139,"Brooklyn, NY"
Ashamed to live in a country that is blocking wider vaccine production! #notinmyname https://t.co/5DXe4gYUzy,2021-04-15 13:11:01,0,"Manchester, England"
@Swamy39 Covid wave will keep on repeating this way evry year until and unless majority of the population is vaccin… https://t.co/OjVLwIUmVk,2021-04-15 13:11:00,0,
"RT @golnarM: NEW: Iran signs contract with Russia, involving the RDIF, to import 60 million doses of the Sputnik V vaccine, enough to cover…",2021-04-15 13:11:00,11,Tehrani Londoner
RT @drivingmemadi: g6 chemical has been found in the covid vaccine. side effects include gettin slizzard,2021-04-15 13:11:00,7842,"Somerville, MA"
Over 13.6 million COVID-19 vaccine doses administered in Africa https://t.co/VBDSBphtCR,2021-04-15 13:11:00,0,National Capital Region
"RT @menakadoshi: Serum Institute needs Rs 3,000 crore to add vaccine capacity.

There's an easy fix to this if the govt won't help (though…",2021-04-15 13:11:00,32,New York City
