tweet,time,retweets,location
@apexworldnews In no way am I defending JT but 3rd wave &amp; 3rd lockdown are 2 different things? Isn’t there always g… https://t.co/mF5xMHZCD5,2021-04-15 13:10:41,0,UK/Canada 
@HailState_CO @AJnNaptown @Title_BU @Outkick In April 2020 CV was supposedly 300x more deadly than the flu. Now it’… https://t.co/YWk84M8aF9,2021-04-15 13:10:41,0,Florida Panhandle
"RT @shOoObz: Lmaooo folks really got on here like ""I have never of a flu VACCINE. I've heard about a flu SHOT. Think about that, sheep!""

H…",2021-04-15 13:10:40,1471,"Raleigh, NC"
@felipe_siqueira Esquece o Fluminense! Quem foi eliminado foi o Grêmio! Fale dele! Fale só do Grêmio! Quer falar do… https://t.co/Sha553MVOL,2021-04-15 13:10:28,0,
"@cooperlogic_ Would probably explain why I often get the flu even with the flu shot. But, highly uninterested in he… https://t.co/h6CxkEL16W",2021-04-15 13:10:26,0,
Feb 2020 “It’s also more deadly than even your strenuous flu... This is deadly stuff” [Trump in a private interview… https://t.co/1TszW2sTDV,2021-04-15 13:10:24,0,
"@likeuson @Anshul__K It’s the flu re-classified. It’s that obvious.

https://t.co/sSVxWAaZBK",2021-04-15 13:10:18,0,UK
"New available appointments detected!
Provider: Walmart
Location:
Walmart Pflugerville Supercenter
1548 Fm 685
Pflug… https://t.co/Ueif1tHkiJ",2021-04-15 13:10:14,0,TX
"RT @Iearnhistory: ""Wear a mask, or go to jail"" (1918 Spanish Flu) https://t.co/KoOBjxU9hU",2021-04-15 13:10:09,935,Metropolitana de Santiago
@Respond2Racism &amp; then never use Spanish Flu too bloody hypocritical wokes #wuhanvirus,2021-04-15 13:10:02,0,Patna
After flu vaccine...??? https://t.co/7c7gir9Oth,2021-04-15 13:10:00,0,"Culemborg, NL and more"
@MelanieBlakeUK I would say not yet. Right now the priority is getting it out to as many people as possible. In the… https://t.co/4IMOsOxGtQ,2021-04-15 13:09:53,0,"Durham, England"
"obat flu demam yg ampuh tuh apaya, udah dikasi obat alergi gue jg gamempan, dikasih paracetamol jugak aaaaaa sksuakajs ni kenapaaa",2021-04-15 13:09:50,0,ackerman
@RockyTopOtaku *flu not fly,2021-04-15 13:09:44,0,"RI, USA"
I LOVE BIG FLUNDUS I LOVE BIG FLUNDUS I LOVE BIG FLUNDUS I LOVE BIG FLUNDUS I LOVE BIG FLUNDUS I LOVE BIG FLUNDUS I… https://t.co/fgqIHvRkHy,2021-04-15 13:09:43,0,GD's grave (she/her)
"@Cheersdwayne Got 1st yesterday--sore arm, &amp; that's it so far. I've heard exhaustion, too, but I'm not feeling it.… https://t.co/bz8DhiIFJa",2021-04-15 13:09:41,0,now
After vaccination: real world results. Freedom from worry as the vaccines are better than flu vaccines. Only 20% of… https://t.co/eTl6YvAKfp,2021-04-15 13:09:35,0,
Sadly said on radio “the unemployment rate is still so high” yeah because people make more money to stay home than… https://t.co/4OBC6lOohP,2021-04-15 13:09:33,0,northwest louisiana 
@dl_pannell vaccines that do not stop transmission or infection are doing what to stop hospital admissions?  They d… https://t.co/8PT715Gbmq,2021-04-15 13:09:31,0,"Wales, UK"
RT @universityofga: #CommitTo fighting the flu: The @NIH has awarded UGA a contract to establish the Center for Influenza Disease and Emerg…,2021-04-15 13:09:26,5,"Athens, Ga."
@traversymedia @RickGladwin @PrasoonPratham I had bad flu symptoms for about six hours. Which makes sense if it’s m… https://t.co/wMo0d7RYvm,2021-04-15 13:09:20,0,"CA, OR, CA, OR, IL, OR"
"RT @JamesCranworth: We are going to get a Covid Wave every winter now, as they have successfully branded seasonal flu as Covid - 
and they…",2021-04-15 13:09:12,29,Thailand
@anthonyonguitar @Schifflz @bamreano @AlexNotAnder_ Studies also say that the flu shot isn’t deadly. That didn’t wo… https://t.co/JpzQSv4LCm,2021-04-15 13:09:09,0,WNY
@jimcramer Sad part is they are doing the same thing with Covid deaths. If you die they test you and if u have Covi… https://t.co/0fXsdgi8h6,2021-04-15 13:09:08,0,
"RT @jhonyffc: 2 times que não liberaram jogador pro Fluminense foram eliminados de uma competição.

Outro time que também não liberou jogad…",2021-04-15 13:09:05,82,"Califórnia, Nova Iguaçu"
"RT @hepatitismag: #HepBasics Be sure you are up to date on all #immunizations. In addition to the recommended vaccines for adults, flu shot…",2021-04-15 13:09:02,3,"Philadelphia, PA"
"@MaryRyder013 @Stockwell_Day ""Until there is something that kills off this killer..."" I wouldn't call a virus a ""ki… https://t.co/rs6EJhdsF3",2021-04-15 13:09:02,0,"British Columbia, Canada"
"@matthewamiller I got mine, but ONLY because I have asthma. Euphoria isn’t exactly what i felt from getting an amped up flu shot.",2021-04-15 13:09:01,0,"Raleigh, North Carolina"
@JamesStrange716 I hope it continues post pandemic during flu season and whatnot. I’m here for it haha 🤷🏿‍♂️,2021-04-15 13:09:00,0,ROC
"RT @Iearnhistory: ""Wear a mask, or go to jail"" (1918 Spanish Flu) https://t.co/KoOBjxU9hU",2021-04-15 13:08:59,935,
Flu faz isso comigo desde 2012 https://t.co/8Ny32UQPLq,2021-04-15 13:08:43,0,rj 
@NatalieGum1 @ChrissSalazar83 @piscesrach6 @WeatherJunkie85 @STARFLEET1983 @JustADreamof @VelmaWarner19 @Anihelen… https://t.co/nvvXTjv54o,2021-04-15 13:08:41,0,"Leżajsk gmina, Polska"
@monawrldcitizen @jmclennan8 https://t.co/vemVRsg6iS,2021-04-15 13:08:39,0,
RT @johnsteppling: why are people announcing they got vaccinated? I mean if you want a shot for this virus ...allegedly....fine. Do it. Get…,2021-04-15 13:08:35,2,"Kansas, USA"
"@Novamoose @scott_riemen @EveLewi65296271 @RepThomasMassie I've had the actual flu twice in my life and I'm 48.
I d… https://t.co/JSgLZlZzZG",2021-04-15 13:08:32,0,House of the Street Sweepers
kirpiğime bakım yağı sürdüm her yer flu ben elendim dostlar,2021-04-15 13:08:28,0,"Ankara, Türkiye"
RT @JSTOR_Daily: The 1918 flu pandemic was the first in which libraries were central to disseminating public health information. #libraries…,2021-04-15 13:08:28,4,
@DanBalitewicz @BioTurboNick @notdred @qjurecic We’re above the flu % already for 18+ with one dose. I’m hopeful,2021-04-15 13:08:27,0,
"@Cruzeiro @Luix_7 roubando as paradas do Flu, aí é foda hem",2021-04-15 13:08:22,0,Nascido lá em Laranjeiras🇮🇹
"RT @Iearnhistory: ""Wear a mask, or go to jail"" (1918 Spanish Flu) https://t.co/KoOBjxU9hU",2021-04-15 13:08:20,935,
"RT @ABsteward: Moderna Announces Clinical Progress from its Leading mRNA Vaccines
1st interim analysis of P. 1 RSV vaccine candidate
Interi…",2021-04-15 13:08:19,6,"Cádiz/San Roque, Andalucía"
RT @DKThomp: It's quite possible that ALMOST ALL respiratory viruses mostly spread through the air—including rhinovirus (lots of common col…,2021-04-15 13:08:17,351,Atlanta/New York USA
"@macedonian069 @EunLinda Many ppl have reactions from their flu short, but it is a sign that the vaccine is doing i… https://t.co/V1LLiA3Xbn",2021-04-15 13:08:16,0,"Frankfurt on the Main, Germany"
"@BadCOVID19Takes If it killed less Americans than the flu, that would make them NOT look like fools. It would have… https://t.co/yAHwJzwNOo",2021-04-15 13:08:07,0,
"Learn from it @myogioffice @myogiadityanath @narendramodi #wea""Wear a mask, or go to jail"" (1918 Spanish Flu). Cour… https://t.co/Ac8SCm6gg8",2021-04-15 13:08:05,0,Delhi/NCR
@_flu_s ない！！！！,2021-04-15 13:07:57,0,ぺんぎんさんのキャスだよ
"@NancyHaven @realsb4feelings @dontbetyet no it doesn't. if the figures are correct, 25% of 127k is 31,750 leaving 9… https://t.co/crzGHscXZz",2021-04-15 13:07:51,0,"York, England"
"Get in touch! Assay Development Scientist – Flu Immunology, From £35000 - To £55000 - #JobHaywardsHeath. https://t.co/er3UxFdD4e",2021-04-15 13:07:42,0,United Kingdom
"RT @DreaHumphrey: Will we go into a tyrannical lockdown until cases drop from our flu season ending, so our PHO can say “see, we told you o…",2021-04-15 13:07:42,25,Stark's Pond  
RT @RobertERitz: Fun fact. A friend has suspicious symptoms (flu like) resembling COVID. After calling 119 (COVID hotline for Mongolia) we…,2021-04-15 13:07:41,4,Mongolia
"@News24 @nickymccain China City? How boring. What about Kung Flu Dojo, Covid Central, Slant Eye Alley or Dog Meat Town",2021-04-15 13:07:38,0,
"RT @Iearnhistory: ""Wear a mask, or go to jail"" (1918 Spanish Flu) https://t.co/KoOBjxU9hU",2021-04-15 13:07:35,935,Planet Earth
@MusicbyScott @HopeStill17 Regardless if true (which I believe is) is a great explainer for the most simple minded… https://t.co/rnMwbA91vO,2021-04-15 13:07:35,0,Canada
"RT @kavitapmd: Incredible news for @moderna_tx on heels of Covid-19 vax success- filing for full approval with FDA soon, Phase 1 for RSV va…",2021-04-15 13:07:33,94,
이거 윤도운 https://t.co/mDfj8b9DRF,2021-04-15 13:07:32,0,
RT @DKThomp: It's quite possible that ALMOST ALL respiratory viruses mostly spread through the air—including rhinovirus (lots of common col…,2021-04-15 13:07:31,351,
@RockyTopOtaku This is honestly why I just stopped getting fly shots in general. Last one I got was in 2014 and I g… https://t.co/fzvGnRvH5M,2021-04-15 13:07:25,0,"RI, USA"
@Maj_GautamVijay @IAmGMishra Yes coz bat virus and fish market virus from wuhan enter human body that we call Coron… https://t.co/qpFnDBy5qr,2021-04-15 13:07:23,0,"Ahmadabad City, India"
"RT @AlbertaLeonidas: With no flu in Alberta anymore, if you were sick in past year, it had to have been covid and you are now immune.

I do…",2021-04-15 13:07:23,241,"Toronto, Ontario"
"@ambergambler_ Nope, it's fine. I think a lot of it is in people's minds because they are expecting it. Husband and… https://t.co/DPQhHSfPeF",2021-04-15 13:07:20,0,The Middle Bit
RT @CanArm2011: Makes me wonder what Canada would be like in a real national crisis. Never mind the zombie apocalypse we're at war over a b…,2021-04-15 13:07:16,34,"Ontario, Canada"
RT @adinski: @GrahamCracka07 @HabDomination @PaulMitchell_AB How many flu cases do not get reported year after year? I never went to the do…,2021-04-15 13:07:13,2,Canada
"RT @Iearnhistory: ""Wear a mask, or go to jail"" (1918 Spanish Flu) https://t.co/KoOBjxU9hU",2021-04-15 13:07:13,935,
"RT @CarlosBolsonaro: Hoje existem aparelhos tecnológicos capazes de recuperar mensagens apagadas, conforme todos estamos vendo. Mas os celu…",2021-04-15 13:07:13,331,
@NFL Quit making everything about stupid COVID.....it’s the flu gosh!,2021-04-15 13:07:12,0,TX
The use of Patient Access for Professionals enabled the Green Light Pharmacy Group to grow the number of flu jabs g… https://t.co/FGQ9HYC2q9,2021-04-15 13:07:04,0,Midlands
"We barely had a flu season because of
Social distancing
And
Masks
Thank u",2021-04-15 13:07:04,1,
People have been saying “you might have some flu-like symptoms for a day or so” about the effects of the Pfizer vac… https://t.co/iFL2qKqPku,2021-04-15 13:07:00,0,"St Petersburg, FL"
"New available appointments detected!
Provider: Walmart
Location:
Walmart San Antonio Supercenter
12639 Blanco Rd
Sa… https://t.co/PvdAftvHdF",2021-04-15 13:06:59,0,San Antonio
"@LachynaDoll113 Yea, i ain’t even gon lie, It’s like a flu swab. But it’s over quick.",2021-04-15 13:06:55,0,"Marrero, LA"
So my brother experienced mild flu with Corona. The kid now thinks Corona is not that serious...🤦🏽‍♀️,2021-04-15 13:06:55,0,Shoshong-Tlokweng
@khaneliegohar Allah sehet derka... take rest and precautions... sometimes this new strain doesn’t show in PCR plus… https://t.co/sXZJvH5efh,2021-04-15 13:06:45,0,somewhere above clouds
"RT @tintu_indragiri: @GinniAneja11 Ginniji, the most imp thing is ,we can only see one thing that is spreading faster than the flu, it's ""F…",2021-04-15 13:06:45,1,"Jhansi, India"
