tweet,time,retweets,location
@BabbyCrosses I’ll keep my fingers crossed for you that all turns out ok.,2021-04-15 13:12:37,0,Australia
@o3o_kkkk ㅋㅋㅋㅋㅋㅋㅋ,2021-04-15 13:12:36,0,
"RT @snow_anx_ious4u: Crazy F-R-E-S-H Beatのコツはなるべく上半身と下半身を別に考えること！byコレオグラファーの照くんより(*.D.D.*).｡.:*
❄︎Snow Manの素のまんま/Grandeur❄︎",2021-04-15 13:12:35,17,
"RT @Johnnysnewinfor: [4/16 ジャニーズ出演番組]

★ラヴィット！ (TBS8:00~)
Snow Man･ジェシー･田中樹

★ヒルナンデス！ (日テレ11:55~)
京本大我

★ザ少年倶楽部プレミアム (BSプ18:00~)
Kis-My-Ft2…",2021-04-15 13:12:35,28,春からeco🐩✂️
"Anti-dictatorship marching strike in TantSe, Sagaing Region. @RapporteurUn @TostevinM @poppymcp @clarissaward… https://t.co/A8csIUvuWF",2021-04-15 13:12:35,0,Singapore
RT @k5hcdtqg256: 『俺はよく元気？って連絡してるのにそっちからは全然連絡くれないね。この前事務所のエレベーターからSnow Manが出てくるところを見たけど元気そうだったじゃん。もしかして俺のこと忘れた？』って康二くんに言うジェシー可愛いし激重愛感じて頭抱える向…,2021-04-15 13:12:34,114,
Me pasó con $SNOW https://t.co/C01igf0FUg,2021-04-15 13:12:34,0,
"RT @Sankiiiichi: 白石蔵ノ介
｢良く見たら分かるやろ？エクスタ…ほらエクスタ？｣ https://t.co/CEWPsgUh9g",2021-04-15 13:12:34,61,兵庫県
"RT @snm_____snm: REQUEST #SnowMan @MTV #FridayLivestream

I'm rooting for Snow Man. 
May they spread their wings to the world!

Please play…",2021-04-15 13:12:34,12,
"RT @HitsujiHikaru: @KevanKenney @MTV ◟꒰✩´꒳`✩꒱◞Hitsuji is requesting Crazy F-R-E-S-H Beat by Snow Man💖

REQUEST #SnowMan @MTV #FridayLivestr…",2021-04-15 13:12:33,15,
"RT @borec81: 190 like &amp; 100 rt 

when I 500 follower then Im gonna release 500 follows pack

borec81 500 Follower Pack
Odin Snow
W.A.R IceR…",2021-04-15 13:12:33,16,🇲🇽
"RT @shiba_snowburst: @MTV @SnowManBurst1 @KevanKenney REQUEST #SnowMan @MTV #FridayLivestream

Snow Man !! Snow Man !!
I want you to play ""…",2021-04-15 13:12:33,11,
"RT @scousescene: Anfield with the snow capped Welsh mountains behind. 🏔 

📸 @stevesamosa https://t.co/zbLIY2aEPZ",2021-04-15 13:12:33,84,Birkenhead Wirral
Gotta love New England in the spring. Yesterday it was so hot I regretted putting jeans on. Today it's cold enough… https://t.co/aFvmx7cyuN,2021-04-15 13:12:32,0,
ゆり組ほんまに…あんたらほんまに…,2021-04-15 13:12:32,0,涼太殿下
"@Ren_1031_01 あの見た目可愛いよな、、、
もっとはやく知りたかったよ！！",2021-04-15 13:12:31,0,モンハンたのしい
"RT @snow_ouen_92: The reason I request Snow Man is because I love them:)

REQUEST #SnowMan @MTV #FridayLivestream

Crazy F-R-E-S-H Beat/Gra…",2021-04-15 13:12:31,5,
"RT @SNM_burst_aps: @snowman_world REQUEST #SnowMan @MTV #FridayLivestream

I LOVE Shota Watanabe 💙🛁🐳🦋

💙 Because ...
【歌がとってもうまくて顔が良い💕】

💙 S…",2021-04-15 13:12:31,4,
"RT @snowprecious_m: REQUEST #SnowMan @MTV  #FridayLiveStream

Snow Man’s performance is marvelous. We are moved.

         #スノフォ  Snow Man…",2021-04-15 13:12:31,6,
He’s a little snow spider 🥺 https://t.co/Gk2qsCCZnN,2021-04-15 13:12:30,0,soonwooju ☆ 虎の星
"RT @OfuyuMama: REQUEST #SnowMan @MTV #FridayLivestream 

Please play ""Crazy F-R-E-S-H Beat"" by Snow Man.
They are nine people with a lot of…",2021-04-15 13:12:29,10,
"RT @snm______snm: REQUEST #SnowMan @MTV #FridayLivestream

I want a lot of people to know about Snow Man!

Grandeur / Big Bang Sweet / ナミダの…",2021-04-15 13:12:29,6,
@_abruhi わたしも新橋行きたかったなー🥺,2021-04-15 13:12:28,0,
"#リプが早い18名は私の親友 
18人も居ないかな…
居たら凄く喜びます✨",2021-04-15 13:12:28,0,亮平しか勝たん💖
"RT @DearHee1015: 210413 아이돌리그 프리뷰 

눈 반짝반짝✨

#HEESEUNG #희승 #ENHYPEN #엔하이픈 https://t.co/SCpZzBoSuz",2021-04-15 13:12:27,633,박성훈
"RT @01141970Mb: REQUEST #SnowMan @MTV #FridayLivestream

If you don't know Snow Man, I'd like you to listen to ""Crazy F-R-E-S-H Beat"".

3rd…",2021-04-15 13:12:27,8,
"@Snow_Skies !!!
thank u",2021-04-15 13:12:27,0,he/him | 17/12/20 💉
RT @tbsyoutuboo: 【SP動画】Snow Manがショットガンタッチ落とし穴に!?『モニタリング』4/15(木)【TBS】 https://t.co/LDP5isGE3z,2021-04-15 13:12:26,785,
@sakumakuma122 ほんとに🥺Snow Man！Snow Man！っていいたい,2021-04-15 13:12:26,0,
"REQUEST #SnowMan @MTV #FridayLivestream

Snow Manがトップリクエストアーティストになりますように！

﹊﹊﹊﹊﹊·ﾟ❆*ﾟ.﹎﹎﹎﹎﹎﹎
Grandeur
Big Bang Swee… https://t.co/wuWXOU8CO0",2021-04-15 13:12:25,0,
"RT @Burst_Gyorn2: REQUEST #SnowMan @MTV
#FridayLivestream

I believe that Snow Man's performance can overcome the language barrier!
If poss…",2021-04-15 13:12:25,5,
"National weather forecast: Spring snow in Rockies, Plains, while flash flooding threat persists https://t.co/9uKTS3sLq4 #FoxNews",2021-04-15 13:12:25,0,Southern Command
"梅芸、当選結果来るのだいぶ遅かったのは何故？

とりあえず、一回は観れる事になりました。てっぺんからですが(*￣∇￣*)",2021-04-15 13:12:25,0,
"Increasing clouds today followed by rain &amp; snow for Friday.  It develops late tonight into tomorrow morning, starti… https://t.co/hj9Jjg5eBD",2021-04-15 13:12:24,0,
"RT @riko_burst_snow: @KevanKenney @MTV REQUEST #SnowMan @MTV #FridayLivestream

Wow, a gif of Grandeur, that's so cool, thanks for tweeting…",2021-04-15 13:12:24,27,
RT @casolot_: 『日本語文法の形式理論』、すらすら本質を吐いてくるのでビビる。 https://t.co/it5HGWi3zo,2021-04-15 13:12:24,220,SZBH/⑨/GUT/ﾉﾝﾘﾆｱ/AV/AniGamin'
ぴぎゃぁああああ！！だてちゃま可愛すぎるぅうう！！！辛いぃいいい！れ！ #モニタリング,2021-04-15 13:12:24,0,🔰
"RT @tieppe: @KevanKenney @MTV REQUEST #SnowMan @MTV #FridayLivestream

May Snow Man make even greater strides!

🎧 Grandeur / Big Bang Sweet…",2021-04-15 13:12:23,38,
"RT @Theobroma_c92: このところ ライブや舞台のお誘いチラホラ あり難いのだけど 今は個人的環境もありお断りを 次に行くなら⛄と決めていると伝えると 行けるよう祈ってるよといってくれる 優しい友人達
Snow Man * Grandeur * HELLO HEL…",2021-04-15 13:12:23,5,
"RT @Fujiya_Yougashi: ""不二家presents Snow Manの素のまんま""で 紹介されました！

春にぴったりな可愛らしい２品は明日4/16から発売します💛
春を味わってみてくださいね🌷

「苺のフラワーケーキ」
「フルーツガーデンドルチェ」

#素のま…",2021-04-15 13:12:23,685,
今週末はついに滝沢歌舞伎、、、！！！生のBLACK GOLD見れるの楽しみすぎる💕そしていつか私も踊れるようになりたい🥺,2021-04-15 13:12:22,0,
"RT @BurstSnow: @KevanKenney @MTV REQUEST #SnowMan @MTV 
#FridayLivestream
    ∧🎀∧
  (* ´ ▽ ` *)  ありがとう💕
┏〇━━〇━━━━━━━━┓
   Kevan Thank you a…",2021-04-15 13:12:22,31,
"RT @Johnnysnewinfor: [4/16 ジャニーズ出演番組]

★ラヴィット！ (TBS8:00~)
Snow Man･ジェシー･田中樹

★ヒルナンデス！ (日テレ11:55~)
京本大我

★ザ少年倶楽部プレミアム (BSプ18:00~)
Kis-My-Ft2…",2021-04-15 13:12:22,28,推しの現場に行きたい。
RT @RnSnow9: いわラウチームスリッポンの素のまんま💛🤍ずっと楽しそうな仲良しコンビであっという間だった〜ヾ(｡ D.D. ｡)ﾉﾞお互い大好きが伝わってきてGrandeurに平和🕊Crazy F-R-E-S-H Beat フルも最高でした✨来週はSnow Man あ…,2021-04-15 13:12:22,10,
"RT @stegersaurus: “I diligently searched, without success, for starving people or beggars to photograph…I must assert that I saw no starvin…",2021-04-15 13:12:21,3,Hk transplant in london 
Would somebody come get @StayAntisocial 😭😂😭. I love you SO much and thank you!!! 😭💞🌸💞 https://t.co/MMQ1EptoOM,2021-04-15 13:12:21,0,Third Base With Todoroki 💙❤️
"@asakura0yume あい！
言っといた！",2021-04-15 13:12:21,0,夢月宮
"¿En serio me dieron una R y una S que ya tengo? 🗡️

I vote for BTS Dynamite by Son Sung Deuk for #FaveChoreography… https://t.co/jpQukTTkY6",2021-04-15 13:12:21,0,
"REQUEST #SnowMan @MTV #FridayLivestream

I want Snow Man to be the top requested artist!
Please play ""Crazy F-R-E-S… https://t.co/WsvtzjP0Dy",2021-04-15 13:12:20,0,
"RT @YTrj08: REQUEST #SnowMan @MTV #FridayLivestream

I LOVE Ryota Miyadate ❤️💄👠🥀

❤️ Because ...
舘さまのおっちょこがかわいい🌹

❤️ Snow Man ❤️
D.D. / KIS…",2021-04-15 13:12:20,18,
"RT @snowman_ssw: Snow Manの「素のまんま」
本日夜9時より放送！

☃️今夜のメンバー☃️
#ラウール
#岩本照
の2人です！お聞き逃しなく！
￼
放送中は #素のまんま でツイートして一緒に盛り上がりましょう！
 #SnowMan",2021-04-15 13:12:20,3279,休日ツイート多め
"RT @im_usa99b: いわだてなべ面白かった！😆
ゆり組を堪能しました😂
驚き顔のひーくん最高🤣
立ち姿はまさにGrandeur！のアナウンス有難いです😂
D.D.もBe Proud!も聴けて☺️
そのままいわラウ📻
二人とも可愛い☺️裏声可愛くて好き😂
Crazy F…",2021-04-15 13:12:19,9,
"RT @Sunono_KRR: @snowman_world REQUEST #SnowMan @MTV #FridayLivestream

I LOVE Koji Mukai 🧡🦊🍁🍊

🧡 Because ...
【his charming &amp; brighten up t…",2021-04-15 13:12:19,9,
RT @barntiques859: Check out Men’s Medium Black Burton Insulated Covert Snow Pants https://t.co/hKiQDLzr1I @eBay #snowpants #Burton,2021-04-15 13:12:19,1,"Illinois, USA"
"RT @woojinis: ""it was not snow camera filter it was really snow"" 💀😂 https://t.co/ffAvpeJxhf",2021-04-15 13:12:19,7,💖 AOMG x H1GHR MUSIC 💖
RT @figfilm209: 🐈💜💫 https://t.co/BRM5xvcdYg (4pics) https://t.co/v5lbNEpji2,2021-04-15 13:12:19,49,박성훈
"RT @reto29534954: @MTV @KevanKenney HELLO HELLO🍯🍋
Please play ""Crazy F-R-E-S-H Beat"" by Snow Man!
#スノフォ
⛄️❄️⛄️❄️⛄️❄️⛄️❄️⛄️
REQUEST #SnowMan…",2021-04-15 13:12:19,11,
#BigWhite Snow Report:233cm to 233cm - @BigWhite #Ski #SnowReport #J2Ski - https://t.co/7lou91P5YR,2021-04-15 13:12:19,0,Europe
"RT @snow_anx_ious4u: SASUKEの照くんからファンになって2D.2D.お迎えしてくださったエピソード、すごく嬉しいね｡ﾟ(´D.D.｡)ﾟ｡
❄︎Snow Manの素のまんま/Grandeur❄︎",2021-04-15 13:12:18,10,
i want to steal jongin’s phone and delete the snow app,2021-04-15 13:12:18,0,kai yejin kdramas
@snow_ball_7 아닠ㄱㅋㄱㅋㄱㅋㄱㅋㅆㅋㅅㅋㅅㅋㅅㅋㅅㅋㅅㅋㅅㅋㅆㅋㅅㅋㅅㅋㅅ,2021-04-15 13:12:18,0,
"RT @rshswmn: 【滝沢歌舞伎 4/15昼】白塗り
Snow Manからのアドバイス
宮舘涼太から佐藤新くんへ
「この前『挨拶するタイミング遅れました』って言われたけどそんなことないよ、それがお前のタイミングだから！」

つばもと「パーティータイム」
宮舘「Party…",2021-04-15 13:12:18,217,O826
@______hkt______ 俺の初恋のおんぷちゃん〜,2021-04-15 13:12:18,0,些細な毒など覚えていられない
"RT @snowma________n: @Osapyon3 @MTV うんうん、再生数もコメントも伸びたらいいね☺️
REQUEST #SnowMan @MTV 
#FridayLivestream
Please play ""Crazy F-R-E-S-H Beat"" by…",2021-04-15 13:12:17,14,
RT @kor_burst: モニタリングさんめちゃくちゃ笑った〜！🤣Grandeurな登場からの…沢山落ちるゆり組と楽しそうな照さん🥰最高に面白かったしもはや双子ような見事なシンクロ率❤️💙Snow Manのゆり組がゆり組してて流石すぎました…ジャスティス🙏照くんの驚いた反応…,2021-04-15 13:12:17,2,自ツイートはいいねにあります
RT @SASAMkII: @karamone_ze つまり… https://t.co/Mp7IQ4A6fn,2021-04-15 13:12:16,73,ベルフォレスト
"RT @Sunono_KRR: @snowman_world REQUEST #SnowMan @MTV #FridayLivestream

I LOVE Ryota Miyadate ❤️💄👠🥀

❤️ Because ...
【he looks clam but he a…",2021-04-15 13:12:16,7,
RT @kjgoisu_burst: Snow Man といえば、 D.D.だよ！,2021-04-15 13:12:16,1,自ツイートはいいねにあります
"RT @PobeditiXZ: Welcome home, baby Cai Ding😇

#肖战 #XiaoZhan #샤오잔 #진정령 
#肖戦 #เซียวจ้าน  #肖戰 https://t.co/hwXpj5Fg4b",2021-04-15 13:12:15,239,
"「僕のヒーローアカデミア」より轟焦凍のぬいぐるみです。
Snow outfit(雪用の冬服)バージョンです。
耳あての左右の色が違うのがかわいいですね。
マフラーも2色の色が混ざっていてオシャレです。… https://t.co/6r3PQpFkz9",2021-04-15 13:12:15,0,
"RT @im_usa99b: @snowman_world REQUEST #SnowMan @MTV #FridayLivestream

Snow Man are cool and funny people😊

Snow Man応援中📣 Grandeur / ナミダの海を越…",2021-04-15 13:12:15,16,
"RT @Fujiya_Yougashi: ""不二家presents Snow Manの素のまんま""で 紹介されました！

春にぴったりな可愛らしい２品は明日4/16から発売します💛
春を味わってみてくださいね🌷

「苺のフラワーケーキ」
「フルーツガーデンドルチェ」

#素のま…",2021-04-15 13:12:15,685,
"RT @HitsujiHikaru3: Crazy F-R-E-S-H Beat聴きながらCrazy F-R-E-S-H Beatリクエスト中⛄️💖
REQUEST #SnowMan @MTV #FridayLivestream
Snow Man 
Grandeur / Big…",2021-04-15 13:12:14,10,
"bro this oomf makes such bad snow app edits, I feel bad..",2021-04-15 13:12:14,0,they / he / she
"RT @livedoornews: 【大変そう】アンパンマンの顔はどれだけの材料費がかかる？独自に算出したデータを基に計算
https://t.co/t6TXxzYFnL

金額合計は約27,000円で、毎日焼く場合、年間で約1,000万円になるという。なお、あんこがない「しょ…",2021-04-15 13:12:14,4440,
RT @mk_yh94: ラウール「康二くんは常に忙しい。凄いよ。感動するもん。曲を出さない期間とかSnow Manを忘れられちゃうんじゃないかって不安になるんだけど、でもよく考えたら康二くんがずっとテレビに出てくれて、そのおかげでSnow Manの名前が忘れられないんだよ」…,2021-04-15 13:12:14,428,塩麹の鼻のほくろ
I might buy myself another snow globe. They are so much fun!,2021-04-15 13:12:13,0,"Savannah, GA"
"RT @SNM_burst_aps: @snowman_world REQUEST #SnowMan @MTV #FridayLivestream

I LOVE Ryota Miyadate ❤️💄👠🥀

❤️ Because ...
【ダイナミックなダンスとかっこよくておも…",2021-04-15 13:12:13,5,
@Snow__life_ みな、って呼ぶね～！！✌✌,2021-04-15 13:12:12,0,合わないと感じたらこっそり外してもらって大丈夫ですからね❗️
"RT @tietieppe: 本日のOnAir曲はSnow Man『Crazy F-R-E-S-H Beat』
 #素のまんま",2021-04-15 13:12:12,1,
"RT @Lily_SNM: REQUEST #SnowMan @MTV #FridayLivestream

⛄️Snow Man❄️

Grandeur：Big Bang Sweet：ナミダの海を越えて行け：EVERYTHING IS EVERYTHING #スノフォ

▶︎…",2021-04-15 13:12:12,9,
"RT @sukissukidesu: REQUEST #SnowMan @MTV #FridayLivestream
💗🌸🍑💗🌸🍑💗🌸🍑🌸🍑
🌸          💗Snow Man💗          🌸
🍑      Crazy F-R-E-S-H Beat    🍑
💗…",2021-04-15 13:12:12,9,
"@snow_sawayaka いわさくわたしも待ってる🥰💛💗
照結構スパン短い時あるから来週くるかもよ😳？(短過ぎ)
うれぴーまんやね😍💗
あべちゃんににゃはにゃはしてそう←",2021-04-15 13:12:11,0,💛🌸🌸🌸🦋
1単位でも落としたら留年とか脅される学校なのに、呼び出しをすっぽかした人間←開始1週間で脱落の危機,2021-04-15 13:12:11,0,
