tweet,time,retweets,location
"RT @NielsenChrissi: Dan Rather never ran from danger...he reported during the Vietnam War. 

Ted Cruz couldn't handle a little cold weather…",2021-04-15 16:53:54,39,"Ridgewood, NJ"
"RT @EnglishfestID: GET + ADJECTIVE
= menjadi ...

get nervous
= menjadi gugup

get dirty
= menjadi kotor

get cold
= menjadi dingin

get si…",2021-04-15 16:53:54,45,
RT @realsjsgiovanni: not gonna lie guys the weather cold and damp is making my hips and elbows and muscles hurt but i am not gonna quit and…,2021-04-15 16:53:54,47,
@tedcruz You're so sensitive that you fled to Cancun because your power was out and it was cold.,2021-04-15 16:53:53,0,
@smileyhimself Cold asf🥶,2021-04-15 16:53:53,0,"London, England"
"This helped calm my nerves. May help you, too: 

Allergies, Cold, Flu or COVID-19? How to Tell the Difference
https://t.co/sLgLvdaFia",2021-04-15 16:53:51,0,New Jersey
RT @Black_Author: &gt;&gt;&gt; Duplicity (Cold War - Redux Book 1) (Cold War Redux) by Harvey Black https://t.co/yF3l57MF7c via @AmazonUK,2021-04-15 16:53:51,1,"Dorset, England."
RT @atlasshrugs: The Democrats murdered a woman veteran in cold blood on Jan 6 for standing in defense of freedom of assembly and calling f…,2021-04-15 16:53:49,87,
@sunsxlne of course. I'll always keep you warm on a cold night,2021-04-15 16:53:48,0,he/him 23 
"the wind’s still cold, mind a messy disconnect of thoughts and feelings- but his hand is warm, and, right now, that’s enough.",2021-04-15 16:53:48,0,
"RT @RiseofBurnol: Despite my regular warnings

Despite my constant updates

Despite all Predictions

We didn't learn
We lost this war
No we…",2021-04-15 16:53:47,24,
@WarzoneNewz Is it a in game event like the Cold War event  ???,2021-04-15 16:53:47,0,
Jury is still out on whether I still remember how to play. 23 points by some miracle and never been so cold in my life,2021-04-15 16:53:46,0,London
RT @Srjmxrell_: sorry for being cold when i get sad,2021-04-15 16:53:46,277,🇦🇪
@Renegade5_ Do they sell it warm or is it already cold? If warm were good if only sold cold seems like a pain in the ass.,2021-04-15 16:53:46,0,South Florida
"RT @tombo_82: @oilysailor Sure, scores in the Champions League QF against Dortmund but can he do it on cold wet Tuesday night at Stoke?!",2021-04-15 16:53:45,25,London
RT @gematsucom: The Legend of Heroes: Trails of Cold Steel I and II for Switch launch July 8 and August 5 in Japan and Asia https://t.co/Nv…,2021-04-15 16:53:44,144,
RT @JamesMcgairyart: Waterfall. Gouache on stretched cold pressed paper. #painting #gouache #gouachepainting #landscapepainting #YorkshireD…,2021-04-15 16:53:44,87,you k?
@PaulThomas1992 @maidboyac @usuallysambi when you live in a big city in Brazil nor autumn nor fall really make that… https://t.co/zYpFB2zkwP,2021-04-15 16:53:43,0,"Rio de Janeiro, Brazil"
"The fact that it’s night and its cold, yet i don’t have the luxury to sleep... haysttt😕",2021-04-15 16:53:42,0,MoRan's toe
@MattGertz He wants to be the ne t Trump. He’s got the lying thing down cold.,2021-04-15 16:53:42,0,"Latham, NY"
How tf am I suppoaed to explain scientifically how sugar melts in hot tea.but not cold,2021-04-15 16:53:40,0,
RT @uti_xo: My mother was murdered and I swear to God the people that did this will never go free. Please I need help in any way to follow…,2021-04-15 16:53:40,6535,"London, England"
"Idm how fuckin cold I am, my feet are gonna sweat 🙃",2021-04-15 16:53:40,0,31 Spooner St.
RT @all4skj: when Seokjin gave his blanket to Jungkook cause he was cold 🥺https://t.co/amJMpaA9xW,2021-04-15 16:53:39,4,
RT @BionicBuzz: Our interview with Dominic Cooke #director of the @CourierMovie starring #BenedictCumberbatch. Cold War spy Greville Wynne…,2021-04-15 16:53:38,10,
"RT @RushGamingJP: GPカスタム×ASTRO Gamingを記念してキャンペーンを実施✨
抽選で1名様に「A10 ゲーミングヘッドセット Call of Duty：Black Ops Cold Warエディション」が当たる❗️

📌参加方法
①下記のアカウントを…",2021-04-15 16:53:37,725,
Yeah from now on I’ll show u the cold side of me,2021-04-15 16:53:36,0,
"As some of you may know I came down with a bit of a cold (thankfully JUST a cold) a few days ago, however as I have… https://t.co/mrOOH7PTE9",2021-04-15 16:53:36,0,Somewhere lonely
"RT @KataiTokage: @lilytryx ""We're the outcasts, the underdog, we were right all along, you didn't believe us""

Bro yall dish out cold ass t…",2021-04-15 16:53:33,2,
RT @erichhartmann: 👉 Part of the reason we never had a vaccine for the common cold is that it's an unnecessary risk for something that has…,2021-04-15 16:53:33,8,Aldirtis/Millbrook
RT @MakeupForWOC: benzoyl peroxide or sulfur + cold rolling or icing + maybe some high frequency,2021-04-15 16:53:33,13,"Escondido, CA"
"@DucksForDuckGod Trails of Cold Steel 4. That dude...we haven’t seen him since Trails in the Sky 3, -5 games ago-.",2021-04-15 16:53:32,0,
RT @Darkseidisnt: This pic is too cold https://t.co/hCgW0uEg6h,2021-04-15 16:53:32,385,
Next part of the cold war story ties directly into warzone https://t.co/TzEWmSCK9J,2021-04-15 16:53:32,0,
"RT @philip_george70: Ask relevant questions on your First Date but your long throat for Pizza, cold Stone ice cream &amp; Shawna will  not allo…",2021-04-15 16:53:32,40,BTheChangeUwant2C🇳🇬🇬🇧🇪🇭
RT @bearnini315: Op: Hundreds of ppl lined up in the morning. It was cold &amp; exhausted. I did not expect that there are so many Kai fans in…,2021-04-15 16:53:30,54,"Francistown,Botswana"
"@samantlebooks Things that help me - cold water swimming (not everyone's cop of tea!), melatonin and magnesium, a b… https://t.co/Moxh2gdXcS",2021-04-15 16:53:30,0,
"RT @postingactivist: If you're cold, he's cold. Boil him https://t.co/ioOgLRq3OM",2021-04-15 16:53:29,119,no/pronoun/preference
"RT @prasannavishy: Pfizer and Moderna with their high costs and need for cold chains and logistics, could never have been used for public v…",2021-04-15 16:53:29,61,Bangalore
@benking01 I hope you “ENJOYED” ya ice cream. 🤣 Too cold anyway. 😅,2021-04-15 16:53:28,0,"Plymouth, England"
@hourlyrelatable you deserve to sleep on cold side of pillow,2021-04-15 16:53:27,0,no gendered terms
RT @charlieINTEL: Breaking: Watch the new Black Ops Cold War &amp; Warzone Cinematic Cut scene. https://t.co/tM6nRrAFSf,2021-04-15 16:53:26,320,
"yh right, that's cold https://t.co/SdnDDTLJnh https://t.co/B3UH9UKx17",2021-04-15 16:53:26,0,your gf’s
I have decided it’s too cold for me to want to go work outside so this is the vibe today lol probably for the best… https://t.co/Pu4NTbL538,2021-04-15 16:53:26,0,"Whitehall, MI"
RT @niquesls: Honors is entirely too cold. I can’t even focus,2021-04-15 16:53:25,3,
"RT @GlblCtzn: We have partnered with @ChameleonCoffee to fuel your action taking! ☕ When you work to help us end extreme poverty, you could…",2021-04-15 16:53:25,2,
Walked into a business in Houston yesterday. Woman saw I was waiting for the doors to open. So she decided to stand… https://t.co/4XNr9fMPLt,2021-04-15 16:53:25,0,"Cypress, TX"
"RT @RushGamingJP: GPカスタム×ASTRO Gamingを記念してキャンペーンを実施✨
抽選で1名様に「A10 ゲーミングヘッドセット Call of Duty：Black Ops Cold Warエディション」が当たる❗️

📌参加方法
①下記のアカウントを…",2021-04-15 16:53:22,725,
"@BuschBeer My pup Jameson is named after a whiskey, has had tequila and wine added to his resume! All he is missing… https://t.co/woTSgrwswf",2021-04-15 16:53:22,0,"Nashville, TN"
"@ReficulChild omfg i was just saying that as a joke and didn't expect a response, but anyways thanks that meant a l… https://t.co/9DPraQHUQM",2021-04-15 16:53:21,0,Your bed aha
RT @MakeupForWOC: benzoyl peroxide or sulfur + cold rolling or icing + maybe some high frequency,2021-04-15 16:53:20,13,"Lagos, Nigeria"
"Toc toc!
Ábrele la puerta a Cold Gel: Vendemos desde Mercado Libre con envío a cualquier parte de la república.
❄️📦… https://t.co/l48hxJ78Fw",2021-04-15 16:53:20,0,CDMX
"RT @Rainmaker1973: Iceland is an amazing land, where you can even happen to spot a nightsky split between the cold green of an aurora and t…",2021-04-15 16:53:20,410,"Greenville, NC"
"@cheese_boy10 @PresEndyYT @sagesucks_ @tysongreenjr @Memo2100Memo @Ulchabhn1 @prodwifi Thats so cold bro. Wtf, you… https://t.co/DEYj7L0RRQ",2021-04-15 16:53:18,0, 
"RT @seedoftruth1: This breaks my heart. Two women, two cold hearted sociopath who assaulted their partners. One went to prison (after admit…",2021-04-15 16:53:18,6,
"1984 By George Orwell Part One   Chapter 1  It was a bright cold day in April, and the clocks were striking thirtee… https://t.co/D0AC0XGRs0",2021-04-15 16:53:17,0,
"When I was out having cocktails on Monday and it was pretty cold, there was a table of girls next to us and one of… https://t.co/H0QJk8HpSD",2021-04-15 16:53:17,0,Preston • Manchester | she/her
RT @feelingsgram: Sorry for being cold when I'm sad.,2021-04-15 16:53:14,168,
Inside me a cold heart don’t care bout what these hoes thought 🗣💆🏽‍♂️🖤,2021-04-15 16:53:13,0,
"RT @postingactivist: If you're cold, he's cold. Boil him https://t.co/ioOgLRq3OM",2021-04-15 16:53:13,119,Las Vergas 
RT @uti_xo: My mother was murdered and I swear to God the people that did this will never go free. Please I need help in any way to follow…,2021-04-15 16:53:13,6535,"Johannesburg, South Africa"
"My steam acc was hijacked last friday, I'm cold and I have to overachieve because I'm Asian 

fuck this, I'm going to lurk in Discord",2021-04-15 16:53:12,0,Somewhere in the US
